place,Year,mentions,distinct_people,max_person_weighted_degree,mean_person_weighted_degree,max_person_betweenness,mean_person_betweenness,max_person_pagerank,mean_person_pagerank,place_total_activity,meeting_intensity_score,brokerage_intensity_score,pagerank_intensity_score,metric_mode
"Güglingen, Baden-Württemberg, Germany",1620,6,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,6,760.1461372885193,0.26791904336008643,0.2542528000656287,full
"Ingolstadt, Bavaria, Germany, (Holy Roman Empire)",1620,2,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,6,760.1461372885193,0.26791904336008643,0.2542528000656287,full
"Ulm, Baden-Württemberg, Germany",1627,33,3,1067,970.1515151515151,0.3760719225449516,0.34188356594995595,0.3568889248555853,0.32462008339968335,65,674.0630987734918,0.2375607792336052,0.2255011816891925,full
"Frankfurt am Main, Hesse, Germany",1630,1,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,8,673.202047060745,0.23727496541643053,0.22517184141151683,full
"Frankfurt am Main, Hesse, Germany",1627,1,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,8,673.202047060745,0.23727496541643053,0.22517184141151683,full
"Graz, Styria, Austria",1597,27,4,1067,948.7037037037037,0.3760719225449516,0.3342861533732903,0.3568889248555853,0.31753937527406434,153,644.0699798167699,0.22697795850584712,0.21549745672155246,full
"Görlitz, Saxony, Germany",1629,4,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,11,595.2642460195111,0.20980521970274468,0.1991032959389634,full
"Prague, Czech Republic",1606,43,5,1067,943.3255813953489,0.3760719225449516,0.3323426292257711,0.3568889248555853,0.31594694137895873,511,577.4018046830481,0.2034694501436116,0.19325060926183693,full
"Prague, Czech Republic",1604,42,4,1067,991.0952380952381,0.3760719225449516,0.3492096423631693,0.3568889248555853,0.3315927858388933,511,530.9721283652476,0.18711684914044865,0.17762278076418034,full
"Graz, Styria, Austria",1594,9,3,1067,830.3333333333334,0.3760719225449516,0.292500384201629,0.3568889248555853,0.27809968016129527,153,522.1932205406152,0.18400769115825627,0.17476462297629522,full
"Prague, Czech Republic",1605,47,4,1067,954.0212765957447,0.3760719225449516,0.3360642712103823,0.3568889248555853,0.3191102527309929,511,521.4073424991981,0.18372544840740665,0.17440238695100302,full
"Prague, Czech Republic",1601,22,5,1067,730.5454545454545,0.3760719225449516,0.25641267446246696,0.3568889248555853,0.24416924606390109,511,516.2875103713072,0.18166099617198994,0.17263475917543553,full
"Vienna, Wien, Austria",1624,10,4,1067,220.6,0.3760719225449516,0.07642461964038727,0.3568889248555853,0.07539287121315362,58,508.22641963654354,0.1786041453345534,0.17062521706280653,full
"Stuttgart, Baden-Württemberg, (Swabian Imperial Circle) Germany, (Holy Roman Empire)",1596,27,2,1067,754.7037037037037,0.3760719225449516,0.2646432047538548,0.3568889248555853,0.2540435961061252,60,486.84200521038485,0.171228195182674,0.16326892949085783,full
"Linz, Upper Austria, Austria",1613,21,3,1067,966.4285714285714,0.3760719225449516,0.34025554896924187,0.3568889248555853,0.3231319332363889,340,483.3654610311279,0.17027790569228898,0.16164747569740565,full
"Regensburg, Bavaria, Germany",1613,6,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,21,478.53632088030594,0.16866361218467155,0.16006027466103073,full
"Regensburg, Bavaria, Germany",1625,1,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,21,478.53632088030594,0.16866361218467155,0.16006027466103073,full
"Regensburg, Bavaria, Germany",1621,5,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,21,478.53632088030594,0.16866361218467155,0.16006027466103073,full
"Regensburg, Bavaria, Germany",1617,1,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,21,478.53632088030594,0.16866361218467155,0.16006027466103073,full
"Stuttgart, Baden-Württemberg, (Swabian Imperial Circle) Germany, (Holy Roman Empire)",1621,3,2,1067,715.6666666666666,0.3760719225449516,0.2507146150299677,0.3568889248555853,0.24154464204846668,60,476.40953512760217,0.16750584311348543,0.15992864103226193,full
"Stuttgart, Baden-Württemberg, (Swabian Imperial Circle) Germany, (Holy Roman Empire)",1620,3,2,1067,715.6666666666666,0.3760719225449516,0.2507146150299677,0.3568889248555853,0.24154464204846668,60,476.40953512760217,0.16750584311348543,0.15992864103226193,full
"Tübingen, Baden-Württemberg, Germany",1605,7,5,1067,331.57142857142856,0.3760719225449516,0.10941513534874532,0.3568889248555853,0.11505418479492356,184,480.02543974041606,0.16663155967067608,0.16198293066364808,full
"Prague, Czech Republic",1602,38,3,1067,1010.9473684210526,0.3760719225449516,0.35627866346363835,0.3568889248555853,0.33821344505981293,511,461.766081871345,0.16274457466857553,0.15446719331453293,full
"Linz, Upper Austria, Austria",1626,11,3,1067,873.6363636363636,0.3760719225449516,0.30769520935496036,0.3568889248555853,0.2925912699064345,340,461.3078638625851,0.16253800088809403,0.15438766730378764,full
"Prague, Czech Republic",1609,26,3,1067,985.7692307692307,0.3760719225449516,0.34714331311841684,0.3568889248555853,0.3296781332138105,511,456.17094017094007,0.1607144968140819,0.15257045734875463,full
"Graz, Styria, Austria",1599,45,2,1067,1020.3777777777777,0.3760719225449516,0.3593576148762871,0.3568889248555853,0.3410769885979784,153,455.2790265805802,0.16040490968156387,0.15223369964293723,full
"Leipzig, Saxony, Germany",1623,2,2,1067,542.0,0.3760719225449516,0.1880359612724758,0.3568889248555853,0.18456358791827368,47,456.6198364502978,0.16008878163395726,0.15365938957638425,full
"Stuttgart, Baden-Württemberg, (Swabian Imperial Circle) Germany, (Holy Roman Empire)",1617,4,3,1067,273.5,0.3760719225449516,0.0940179806362379,0.3568889248555853,0.09513318664117688,60,452.05171758655246,0.15852663047605584,0.15243369779128046,full
"Graz, Styria, Austria",1600,14,2,1067,992.0714285714286,0.3760719225449516,0.34920964236316937,0.3568889248555853,0.3314768844415742,153,449.1051143880127,0.1581915302460228,0.150139816052755,full
"Prague, Czech Republic",1628,18,3,1067,948.6666666666666,0.3760719225449516,0.3342861533732903,0.3568889248555853,0.3174492297428162,511,447.92592592592587,0.15785735020405378,0.14985292324408922,full
"Graz, Styria, Austria",1595,13,2,1067,985.0,0.3760719225449516,0.34714331311841684,0.3568889248555853,0.3295845205467452,153,447.5627615131242,0.15774084212566375,0.14972707160316565,full
"Tübingen, Baden-Württemberg, Germany",1596,24,7,1067,92.375,0.3760719225449516,0.01839557399723375,0.3568889248555853,0.03903022071944255,184,461.81766495752,0.15712953803105176,0.15770777817482334,full
"Prague, Czech Republic",1611,24,3,1067,934.5,0.3760719225449516,0.32906293222683264,0.3568889248555853,0.31261731103471474,511,444.77777777777777,0.15669663439372983,0.1487791635311778,full
"Prague, Czech Republic",1610,57,3,1067,918.0175438596491,0.3760719225449516,0.3232898983281163,0.3568889248555853,0.3071172321877581,511,441.1150097465887,0.15541373797179286,0.14755692378740964,full
"Prague, Czech Republic",1617,9,5,1067,361.77777777777777,0.3760719225449516,0.12535730751498386,0.3568889248555853,0.12038713035117807,511,410.37077526880677,0.14401952849671273,0.13708230057795598,full
"Graz, Styria, Austria",1596,4,2,1067,801.0,0.3760719225449516,0.2820539419087137,0.3568889248555853,0.26855526574247146,153,407.4304281220838,0.14354416633435402,0.1364159498617968,full
"Zagań, Lubusz, Poland",1630,16,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,37,406.6367141187344,0.14332207202998531,0.13601137742140876,full
"Zagań, Lubusz, Poland",1629,16,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,37,406.6367141187344,0.14332207202998531,0.13601137742140876,full
"Zagań, Lubusz, Poland",1628,5,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,37,406.6367141187344,0.14332207202998531,0.13601137742140876,full
"Prague, Czech Republic",1600,14,5,1067,313.35714285714283,0.3760719225449516,0.11089705591780281,0.3568889248555853,0.10471108818714138,511,396.4634946542567,0.1398662831489676,0.13257985822753834,full
"Linz, Upper Austria, Austria",1614,30,2,1067,1031.4666666666667,0.3760719225449516,0.3635361917934532,0.3568889248555853,0.34502997266238017,340,395.3099666086308,0.13932766415918948,0.13222775483994373,full
"Linz, Upper Austria, Austria",1624,28,2,1067,1029.1785714285713,0.3760719225449516,0.36264078245406045,0.3568889248555853,0.34418290464857976,340,394.87893433800366,0.13915898659967474,0.1320681838381405,full
"Linz, Upper Austria, Austria",1612,13,2,1067,985.1538461538462,0.3760719225449516,0.34714331311841684,0.3568889248555853,0.3296399335679296,340,386.58553947271827,0.13623956730038086,0.12932857329125763,full
"Linz, Upper Austria, Austria",1617,21,2,1067,966.1428571428571,0.3760719225449516,0.34025554896924187,0.3568889248555853,0.3230062043035706,340,383.004241970829,0.13494204761180578,0.12807890879306003,full
"Tübingen, Baden-Württemberg, Germany",1590,3,3,1067,358.3333333333333,0.3760719225449516,0.1270746887966805,0.3568889248555853,0.12122949344650823,184,378.5051496344258,0.13361336535120583,0.12696699026829436,full
"Leipzig, Saxony, Germany",1630,8,2,1067,279.5,0.3760719225449516,0.0940179806362379,0.3568889248555853,0.09840091944961786,47,382.12467978889117,0.13340731802829772,0.12920719343948006,full
"Tübingen, Baden-Württemberg, Germany",1594,3,3,1067,356.6666666666667,0.3760719225449516,0.12535730751498386,0.3568889248555853,0.12052119077271513,184,378.0625570834033,0.13315730525367922,0.12677889657592029,full
"Prague, Czech Republic",1607,69,2,1067,1051.5507246376812,0.3760719225449516,0.3706216048269088,0.3568889248555853,0.35174461679739805,511,373.0914949362619,0.1314979156017339,0.12479528780813358,full
"Prague, Czech Republic",1608,46,2,1067,1043.9130434782608,0.3760719225449516,0.3678964459678874,0.3568889248555853,0.3492430114449334,511,371.7464462440235,0.13101799620172758,0.12435473773310471,full
"Prague, Czech Republic",1603,35,2,1067,1036.5428571428572,0.3760719225449516,0.3653270104722387,0.3568889248555853,0.34673091117004445,511,370.44850524791883,0.1305655007674359,0.1239123394293547,full
"Stuttgart, Baden-Württemberg, (Swabian Imperial Circle) Germany, (Holy Roman Empire)",1609,2,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,60,359.82035260339535,0.12682130438084468,0.1203522950157295,full
"Prague, Czech Republic",1612,10,3,1067,540.8,0.3760719225449516,0.1880359612724758,0.3568889248555853,0.1790046419575077,511,357.2888888888889,0.12535730751498386,0.11908745929179845,full
"Graz, Styria, Austria",1605,2,2,1067,538.5,0.3760719225449516,0.1880359612724758,0.3568889248555853,0.17900464195750773,153,350.1764198875832,0.12303785685801773,0.11688401785574358,full
"Tübingen, Baden-Württemberg, Germany",1625,4,2,1067,555.5,0.3760719225449516,0.19169260027662516,0.3568889248555853,0.18666304830695235,184,341.4515213313575,0.11948478278915232,0.11438930549091508,full
"Tübingen, Baden-Württemberg, Germany",1617,2,2,1067,535.5,0.3760719225449516,0.1880359612724758,0.3568889248555853,0.17900464195750773,184,337.24256575254265,0.11871525123234099,0.11277761088444878,full
"Tübingen, Baden-Württemberg, Germany",1621,5,2,1067,453.2,0.3760719225449516,0.15481673582295988,0.3568889248555853,0.15261787299722576,184,319.92271354571943,0.11172433901835853,0.10722457396333485,full
"Linz, Upper Austria, Austria",1611,2,2,1067,537.5,0.3760719225449516,0.1880359612724758,0.3568889248555853,0.17900464195750773,340,302.25633387404207,0.10626686249429707,0.10095183848651264,full
"Graz, Styria, Austria",1601,8,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,153,293.6648803497029,0.10350432627651918,0.09822468923697243,full
"Graz, Styria, Austria",1598,19,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,153,293.6648803497029,0.10350432627651918,0.09822468923697243,full
"Tübingen, Baden-Württemberg, Germany",1593,2,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,184,283.34775116459235,0.09986797894025942,0.09477382781010243,full
"Linz, Upper Austria, Austria",1622,15,1,1067,1067.0,0.3760719225449516,0.37607192254495153,0.3568889248555853,0.3568889248555853,340,253.6361267698113,0.08939590048845174,0.08483591807630075,full
"Linz, Upper Austria, Austria",1623,22,1,1067,1067.0,0.3760719225449516,0.37607192254495153,0.3568889248555853,0.3568889248555853,340,253.6361267698113,0.08939590048845174,0.08483591807630075,full
"Linz, Upper Austria, Austria",1619,36,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,340,253.6361267698113,0.08939590048845174,0.08483591807630075,full
"Linz, Upper Austria, Austria",1625,16,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,340,253.6361267698113,0.08939590048845174,0.08483591807630075,full
"Linz, Upper Austria, Austria",1618,38,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,340,253.6361267698113,0.08939590048845174,0.08483591807630075,full
"Linz, Upper Austria, Austria",1615,19,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,340,253.6361267698113,0.08939590048845174,0.08483591807630075,full
"Linz, Upper Austria, Austria",1616,27,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,340,253.6361267698113,0.08939590048845174,0.08483591807630075,full
"Linz, Upper Austria, Austria",1601,1,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,340,253.6361267698113,0.08939590048845174,0.08483591807630075,full
"Linz, Upper Austria, Austria",1621,4,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,340,253.6361267698113,0.08939590048845174,0.08483591807630075,full
"Linz, Upper Austria, Austria",1620,31,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,340,253.6361267698113,0.08939590048845174,0.08483591807630075,full
"Prague, Czech Republic",1613,2,1,1067,1067.0,0.3760719225449516,0.3760719225449516,0.3568889248555853,0.3568889248555853,511,237.11111111111111,0.08357153834332258,0.07930864996790785,full
"Bellosguardo , Florence, Tuscany, Italy",1627,1,1,21,21.0,0.010304287690179806,0.010304287690179806,0.010443914524759932,0.010443914524759932,1,42.0,0.020608575380359612,0.020887829049519864,full
Girsitz,1599,2,2,21,11.0,0.01206777316735823,0.006033886583679115,0.006364271516898425,0.00374231528816427,2,32.0,0.018101659751037346,0.010106586805062694,full
"Wandsbek, Hamburg, Germany",1597,1,1,21,21.0,0.01206777316735823,0.01206777316735823,0.006364271516898425,0.006364271516898425,3,21.0,0.012067773167358228,0.006364271516898425,full
"Wandsbek, Hamburg, Germany",1598,2,1,21,21.0,0.01206777316735823,0.01206777316735823,0.006364271516898425,0.006364271516898425,3,21.0,0.012067773167358228,0.006364271516898425,full
"Florence, Tuscany, Italy",1610,6,2,21,17.666666666666668,0.010304287690179806,0.008586906408483171,0.010443914524759932,0.009136522162961555,11,17.095078869645963,0.008352063441166395,0.008656787314104521,full
"Benátky nad Jizerou, Central Bohemia, Czech Republic",1600,11,1,21,21.0,0.01206777316735823,0.01206777316735823,0.006364271516898425,0.0063642715168984254,12,11.35000248594743,0.006522345497588837,0.0034397379780019776,full
"Benátky nad Jizerou, Central Bohemia, Czech Republic",1599,1,1,21,21.0,0.01206777316735823,0.01206777316735823,0.006364271516898425,0.006364271516898425,12,11.35000248594743,0.006522345497588837,0.0034397379780019776,full
"Florence, Tuscany, Italy",1611,3,1,21,21.0,0.010304287690179806,0.010304287690179806,0.010443914524759932,0.010443914524759934,11,11.715603717347454,0.005748616722270864,0.00582651256333031,full
"Florence, Tuscany, Italy",1629,1,1,21,21.0,0.010304287690179806,0.010304287690179806,0.010443914524759932,0.010443914524759932,11,11.715603717347454,0.005748616722270864,0.00582651256333031,full
"Strasbourg, Grand Est, France",1628,12,2,77,70.66666666666667,0.012015905947441216,0.011014580451821113,0.039359254192623365,0.036272217828215804,87,36.23323894286113,0.005651032392831504,0.018557832036104165,full
"Strasbourg, Grand Est, France",1621,7,2,77,67.42857142857143,0.012015905947441216,0.010299347954949615,0.039359254192623365,0.03389655488788147,87,35.43870161680033,0.005475534492433009,0.01797491129367865,full
"Padua, Veneto, Italy",1610,9,1,21,21.0,0.010304287690179806,0.010304287690179806,0.010443914524759932,0.010443914524759932,14,10.75023704201225,0.005274930248501038,0.00534640746608019,full
"Padua, Veneto, Italy",1597,2,1,21,21.0,0.010304287690179806,0.010304287690179806,0.010443914524759932,0.010443914524759932,14,10.75023704201225,0.005274930248501038,0.00534640746608019,full
"Wittenberg, Saxony-Anhalt, Germany",1599,1,1,21,21.0,0.01206777316735823,0.01206777316735823,0.006364271516898425,0.006364271516898425,23,9.160380263392325,0.005264066245017324,0.0027761498663936316,full
"Nürtingen, Baden-Württemberg, Germany",1618,5,1,44,44.0,0.007313278008298755,0.007313278008298755,0.016437171758319363,0.016437171758319363,6,31.346232465505953,0.005210084375750117,0.011710077432084727,full
"Nürtingen, Baden-Württemberg, Germany",1617,1,1,44,44.0,0.007313278008298755,0.007313278008298755,0.016437171758319363,0.016437171758319363,6,31.346232465505953,0.005210084375750117,0.011710077432084727,full
"Strasbourg, Grand Est, France",1625,4,2,77,59.25,0.012015905947441216,0.009011929460580912,0.039359254192623365,0.03030097254470901,87,33.43191064987468,0.0051596382717157205,0.017092656705559692,full
"Strasbourg, Grand Est, France",1620,4,2,77,59.75,0.012015905947441216,0.009011929460580912,0.039359254192623365,0.02979953040932505,87,33.55459656051642,0.0051596382717157205,0.016969616935532245,full
"Strasbourg, Grand Est, France",1617,5,2,77,50.2,0.012015905947441216,0.00720954356846473,0.039359254192623365,0.024063696139346065,87,31.211295667259154,0.004717383562711516,0.015562204834127279,full
"Calw, Baden-Württemberg, Germany",1594,2,2,75,45.0,0.0043049792531120335,0.0021524896265560168,0.039674369338280564,0.022158104624920523,4,81.91274333831824,0.004407908257961887,0.04220722974767447,full
"Göppingen, Baden-Württemberg, Germany",1596,1,1,2,2.0,0.002178423236514523,0.002178423236514523,0.002072706268330746,0.002072706268330746,1,4.0,0.004356846473029046,0.004145412536661492,full
"Strasbourg, Grand Est, France",1616,3,2,77,32.333333333333336,0.012015905947441216,0.004005301982480405,0.039359254192623365,0.013866657437161199,87,26.827319126994247,0.003931152968926263,0.013060138876074007,full
"Strasbourg, Grand Est, France",1614,3,1,77,77.0,0.012015905947441216,0.012015905947441216,0.039359254192623365,0.039359254192623365,87,23.841106941308304,0.003720422060904526,0.012186599848525595,full
"Strasbourg, Grand Est, France",1630,7,1,77,77.0,0.012015905947441216,0.012015905947441216,0.039359254192623365,0.039359254192623365,87,23.841106941308304,0.003720422060904526,0.012186599848525595,full
"Strasbourg, Grand Est, France",1613,6,1,77,77.0,0.012015905947441216,0.012015905947441216,0.039359254192623365,0.039359254192623365,87,23.841106941308304,0.003720422060904526,0.012186599848525595,full
"Strasbourg, Grand Est, France",1612,3,1,77,77.0,0.012015905947441216,0.012015905947441216,0.039359254192623365,0.039359254192623365,87,23.841106941308304,0.003720422060904526,0.012186599848525595,full
"Strasbourg, Grand Est, France",1615,3,1,77,77.0,0.012015905947441216,0.012015905947441216,0.039359254192623365,0.039359254192623365,87,23.841106941308304,0.003720422060904526,0.012186599848525595,full
"Strasbourg, Grand Est, France",1623,3,1,77,77.0,0.012015905947441216,0.012015905947441216,0.039359254192623365,0.039359254192623365,87,23.841106941308304,0.003720422060904526,0.012186599848525595,full
"Strasbourg, Grand Est, France",1624,6,1,77,77.0,0.012015905947441216,0.012015905947441216,0.039359254192623365,0.039359254192623365,87,23.841106941308304,0.003720422060904526,0.012186599848525595,full
"Strasbourg, Grand Est, France",1626,1,1,77,77.0,0.012015905947441216,0.012015905947441216,0.039359254192623365,0.039359254192623365,87,23.841106941308304,0.003720422060904526,0.012186599848525595,full
"Strasbourg, Grand Est, France",1627,8,1,77,77.0,0.012015905947441216,0.012015905947441216,0.039359254192623365,0.039359254192623365,87,23.841106941308304,0.003720422060904526,0.012186599848525595,full
"Strasbourg, Grand Est, France",1629,10,1,77,77.0,0.012015905947441216,0.012015905947441216,0.039359254192623365,0.039359254192623365,87,23.841106941308304,0.003720422060904526,0.012186599848525595,full
"Calw, Baden-Württemberg, Germany",1595,2,1,75,75.0,0.0043049792531120335,0.0043049792531120335,0.039674369338280564,0.039674369338280564,4,64.60148371100895,0.003708107294615314,0.03417364166068647,full
"Tübingen, Baden-Württemberg, Germany",1620,10,3,75,47.3,0.007313278008298755,0.005980290456431536,0.039674369338280564,0.019715191960669332,184,32.477441394029654,0.0035301806273981915,0.015771226463644948,full
"Tübingen, Baden-Württemberg, Germany",1624,6,3,44,30.333333333333332,0.007313278008298755,0.00487551867219917,0.016437171758319363,0.01133156752535628,184,19.739627775602653,0.0032368023700295556,0.007374142294944111,full
"Munich, Bavaria, Germany",1597,7,2,107,91.85714285714286,0.007313278008298755,0.006268524007113218,0.027780422682862717,0.023971842165229486,108,46.5680453286871,0.0031805645138597055,0.012119262002268134,full
"Tübingen, Baden-Württemberg, Germany",1623,5,3,44,30.4,0.007313278008298755,0.004387966804979253,0.016437171758319363,0.010634970591256973,184,19.757331477643554,0.003107330275228373,0.007189157126485639,full
"Güstrow, Mecklenburg-Vorpommern, Germany",1629,3,1,11,11.0,0.0030082987551867217,0.0030082987551867217,0.005988217746829763,0.005988217746829763,3,11.0,0.0030082987551867217,0.005988217746829763,full
"Tübingen, Baden-Württemberg, Germany",1627,10,2,44,41.1,0.007313278008298755,0.00658195020746888,0.016437171758319363,0.015067752444677094,184,17.909105987857334,0.0029242199158830595,0.006630141324217102,full
"Tübingen, Baden-Württemberg, Germany",1626,4,2,44,36.75,0.007313278008298755,0.005484958506224066,0.016437171758319363,0.013013623474213688,184,16.993658149465098,0.0026933604488396596,0.006197854444725239,full
"Munich, Bavaria, Germany",1598,8,1,107,107.0,0.007313278008298755,0.007313278008298755,0.027780422682862717,0.027780422682862717,108,31.618524220238825,0.002161075306866674,0.00820912119108941,full
"Munich, Bavaria, Germany",1609,6,1,107,107.0,0.007313278008298755,0.007313278008298754,0.027780422682862717,0.02778042268286272,108,31.618524220238825,0.002161075306866674,0.00820912119108941,full
"Munich, Bavaria, Germany",1608,7,1,107,107.0,0.007313278008298755,0.007313278008298755,0.027780422682862717,0.027780422682862717,108,31.618524220238825,0.002161075306866674,0.00820912119108941,full
"Munich, Bavaria, Germany",1607,10,1,107,107.0,0.007313278008298755,0.007313278008298755,0.027780422682862717,0.027780422682862717,108,31.618524220238825,0.002161075306866674,0.00820912119108941,full
"Munich, Bavaria, Germany",1606,4,1,107,107.0,0.007313278008298755,0.007313278008298755,0.027780422682862717,0.027780422682862717,108,31.618524220238825,0.002161075306866674,0.00820912119108941,full
"Munich, Bavaria, Germany",1605,11,1,107,107.0,0.007313278008298755,0.007313278008298756,0.027780422682862717,0.027780422682862717,108,31.618524220238825,0.002161075306866674,0.00820912119108941,full
"Munich, Bavaria, Germany",1604,4,1,107,107.0,0.007313278008298755,0.007313278008298755,0.027780422682862717,0.027780422682862717,108,31.618524220238825,0.002161075306866674,0.00820912119108941,full
"Munich, Bavaria, Germany",1603,11,1,107,107.0,0.007313278008298755,0.007313278008298756,0.027780422682862717,0.027780422682862717,108,31.618524220238825,0.002161075306866674,0.00820912119108941,full
"Munich, Bavaria, Germany",1600,7,1,107,107.0,0.007313278008298755,0.007313278008298755,0.027780422682862717,0.027780422682862717,108,31.618524220238825,0.002161075306866674,0.00820912119108941,full
"Munich, Bavaria, Germany",1599,13,1,107,107.0,0.007313278008298755,0.007313278008298755,0.027780422682862717,0.027780422682862717,108,31.618524220238825,0.002161075306866674,0.00820912119108941,full
"Munich, Bavaria, Germany",1602,14,1,107,107.0,0.007313278008298755,0.007313278008298755,0.027780422682862717,0.027780422682862717,108,31.618524220238825,0.002161075306866674,0.00820912119108941,full
"Munich, Bavaria, Germany",1601,4,1,107,107.0,0.007313278008298755,0.007313278008298755,0.027780422682862717,0.027780422682862717,108,31.618524220238825,0.002161075306866674,0.00820912119108941,full
"Tübingen, Baden-Württemberg, Germany",1604,3,2,75,52.333333333333336,0.005152143845089903,0.00458736745043799,0.039674369338280564,0.028072208439945706,184,26.797017185121437,0.002049658520112136,0.014257116824264096,full
"Dresden, Saxony, Germany",1610,2,2,14,7.5,0.0030601659751037344,0.0015300829875518672,0.01180842364313004,0.006464391351280078,11,9.505453337001418,0.002029413828825209,0.008078669314652336,full
"Tübingen, Baden-Württemberg, Germany",1630,2,1,44,44.0,0.007313278008298755,0.007313278008298755,0.016437171758319363,0.016437171758319363,184,11.684443346993499,0.001942081422017733,0.004364981868065548,full
"Tübingen, Baden-Württemberg, Germany",1629,1,1,44,44.0,0.007313278008298755,0.007313278008298755,0.016437171758319363,0.016437171758319363,184,11.684443346993499,0.001942081422017733,0.004364981868065548,full
"Tübingen, Baden-Württemberg, Germany",1628,4,1,44,44.0,0.007313278008298755,0.007313278008298755,0.016437171758319363,0.016437171758319363,184,11.684443346993499,0.001942081422017733,0.004364981868065548,full
